,brands,prices,tier
3971,Tag Heuer,,['designer']
3972,Givenchy,,['designer']
3973,Celine,,['designer']
3974,Tag Heuer,,['designer']
3975,ALTUZARRA,,['designer']
3976,Palmetto Living,,['designer']
3977,Levis,CCC,['mid']
3978,Givenchy,,['designer']
3979,Gucci,,['designer']
3980,Tag Heuer,,['designer']
3981,Topman,BBB,['fast']
3982,Saint Laurent,,['designer']
3983,Temple St. Clair,,['designer']
3984,Kiton,,['designer']
3985,Yves Salomon,,['designer']
3986,David Yurman,,['designer']
3987,Larkspur & Hawk,,['designer']
3988,Aime Leon Dore,MMM,['designer']
3989,Thom Browne,,['designer']
3990,Giorgio Armani,,['designer']
3991,Hermes,,['designer']
3992,Mikimoto,,['designer']
3993,IWC,,['designer']
3994,Bloomingdale's,,['designer']
3995,Off-White,,['designer']
3996,Loewe,,['designer']
3997,Gucci,,['designer']
3998,Roberto Coin,,['designer']
3999,GRLFRND,BBB,['mid']
4000,Dinh Van,,['designer']
4001,Prada,,['designer']
4002,Saint Laurent,,['designer']
4003,Maison Margiela,FFF,['designer']
4004,Maison Margiela,FFF,['designer']
4005,Pomellato,,['designer']
4006,Saint Laurent,,['designer']
4007,Prada,,['designer']
4008,Omega,,['designer']
4009,Gucci,,['designer']
4010,Topman,AAA,['fast']
4011,Thom Browne,,['designer']
4012,Dolce & Gabbana,,['designer']
4013,Sareh Nouri,,['designer']
4014,Kiton,,['designer']
4015,Ulysse Nardin,,['designer']
4016,adidas Originals,CCC,['mid']
4017,Off-White,,['designer']
4018,American Leather,,['designer']
4019,Burberry,III,['designer']
4020,Topman,CCC,['fast']
4021,Topman,AAA,['fast']
4022,Gucci,,['designer']
4023,Fendi,,['designer']
4024,Bloomingdale's,,['designer']
4025,Z Zegna,GGG,['mid']
4026,Topman,BBB,['fast']
4027,Topman,BBB,['fast']
4028,VALENTINO,,['designer']
4029,Jordan,,['designer']
4030,Ancient Greek Sandals,EEE,['mid']
4031,Kaws,,['designer']
4032,Chopard,,['designer']
4033,Topman,AAA,['fast']
4034,Saint Laurent,,['designer']
4035,Gucci,,['designer']
4036,Alexander McQueen,III,['designer']
4037,Alexander McQueen,III,['designer']
4038,Givenchy,,['designer']
4039,Glashutte Original,,['designer']
4040,Gucci,,['designer']
4041,Patek Philippe,,['designer']
4042,Karastan,,['designer']
