colors,id,tier,noise,occasion,style
"{beige,brown}",2000000239173,designer,neutral,Casual,0
{yellow},2000000807232,mid,neutral,Casual,0
"{grey,white}",2000000803665,designer,neutral,Casual,0
"{black,grey}",2000000701387,mid,neutral,Formal,0
"{black,grey}",2000000015756,designer,neutral,Casual,0
{grey},2000000682211,mid,neutral,Casual,0
{grey},2000000184667,mid,neutral,Casual,0
{black},2000000085397,designer,neutral,Casual,0
{grey},2000000642982,mid,neutral,Casual,0
{black},2000000949749,designer,neutral,Casual,0
{black},2000000727923,mid,neutral,Casual,0
{white},2000000494862,designer,neutral,Casual,0
"{black,grey}",2000001122604,mid,neutral,Casual,0
{black},2000000679201,designer,neutral,Casual,0
"{beige,white,green,grey}",2000000120454,designer,neutral,Casual,0
{brown},2000000667565,mid,neutral,Casual,0
"{beige,pink}",2000000250629,designer,neutral,Casual,0
"{brown,grey,beige}",2000000857266,mid,neutral,Casual,0
"{blue,grey,black,green,cyan,purple}",2000000030023,mid,loud,Casual,0
"{brown,beige}",2000000109627,designer,neutral,Athletic,0
{black},2000000049611,designer,neutral,Casual,0
{grey},2000000216717,mid,neutral,Casual,0
"{blue,purple}",2000000147242,mid,neutral,Casual,0
"{black,grey}",2000000725072,designer,neutral,Casual,0
{red},2000000086263,designer,neutral,Casual,0
"{black,purple}",2000000173588,mid,neutral,Casual,0
"{Black,Brown,grey}",2000000137513,mid,neutral,Casual,0
"{grey,brown}",2000000126000,mid,neutral,Casual,0
{black},2000000642499,designer,neutral,"Business,Casual",0
"{blue,black}",2000000813594,mid,neutral,Casual,0
"{black,brown,red,beige}",2000000946291,mid,neutral,Casual,0
{brown},2000000640628,designer,neutral,Casual,0
{blue},2000000236914,designer,neutral,Formal,0
{black},2000000628429,mid,neutral,Casual,0
"{black,blue,grey}",2000000048767,mid,neutral,Casual,0
{beige},2000000079363,designer,neutral,Casual,0
{white},2000000134965,mid,neutral,Casual,0
{green},2000000013797,mid,neutral,Casual,0
"{blue,purple,cyan}",2000000053742,designer,loud,Casual,0
{black},2000000574146,mid,neutral,Casual,0
{brown},2000000584263,designer,neutral,Casual,0
"{blue,purple}",2000000280971,mid,neutral,Casual,0
{Black},2000000151267,designer,neutral,Casual,0
"{beige,red}",2000000256167,designer,neutral,Casual,0
{beige},2000000679343,mid,neutral,Casual,0
"{white,grey}",2000000688350,mid,neutral,Casual,0
{grey},2000000090707,mid,neutral,Casual,0
"{beige,brown}",2000000680534,mid,neutral,Casual,0
"{grey,Brown,Beige}",2000000292862,mid,neutral,Casual,0
"{grey,black}",2000000340277,mid,neutral,Casual,0
"{black,white}",2000000071538,mid,neutral,Casual,0
{white},2000000948907,mid,neutral,Casual,0
"{grey,black,brown}",2000000072158,designer,neutral,Casual,0
{blue},2000000957798,mid,neutral,Casual,0
{black},2000000427289,mid,neutral,Casual,0
"{black,brown}",2000000324128,mid,neutral,Casual,0
"{Blue,grey,Beige}",2000000079705,mid,neutral,Casual,0
"{beige,brown,white}",2000000152656,designer,neutral,Casual,0
{black},2000000423874,mid,neutral,Casual,0
"{white,grey}",2000000020211,mid,neutral,Casual,0
{white},2000000626944,mid,neutral,Casual,0
"{grey,black}",2000000281696,mid,neutral,Casual,0
{white},2000000064259,mid,neutral,Casual,0
"{black,grey}",2000000132377,mid,neutral,Casual,0
{black},2000000071036,mid,neutral,Casual,0
"{Black,grey}",2000000002110,mid,neutral,Casual,0
"{white,black}",2000000196451,mid,neutral,Casual,0
"{beige,pink}",2000000428001,mid,neutral,Casual,0
{black},2000000283191,mid,neutral,Casual,0
{black},2000000286823,mid,neutral,Casual,0
{white},2000000334143,mid,neutral,Casual,0
"{black,grey}",2000000861262,designer,neutral,Casual,0
{black},2000000584872,mid,neutral,Casual,0
"{grey,white}",2000000029393,mid,neutral,Casual,0
"{green,brown}",2000000236272,designer,neutral,Formal,0
"{grey,black}",2000000248321,designer,neutral,Casual,0
{red},2000000794649,designer,neutral,Casual,0
"{brown,black}",2000000573692,designer,neutral,Casual,0
{beige},2000000630179,mid,neutral,Formal,0
{orange},2000000837242,mid,neutral,Casual,0
{black},2000000807417,mid,neutral,Casual,0
"{cyan,beige,white,grey}",2000000946537,mid,neutral,Casual,0
{green},2000000718285,designer,neutral,Casual,0
"{blue,purple}",2000000730260,mid,neutral,Formal,0
"{beige,brown}",2000000053287,designer,neutral,Casual,0
{black},2000000591046,mid,neutral,Casual,0
{black},2000000424686,mid,neutral,Casual,0
{white},2000000771877,mid,neutral,Casual,0
"{beige,green}",2000000272374,designer,neutral,Athletic,0
{white},2000000531729,mid,neutral,Casual,0
{black},2000000052499,designer,neutral,Formal,0
{grey},2000000814700,mid,neutral,Casual,0
"{black,red,beige,grey,brown,cyan,green,blue}",2000000050292,designer,loud,Casual,0
"{brown,beige}",2000000243762,mid,neutral,Casual,0
"{blue,black}",2000000988477,designer,neutral,Casual,0
{white},2000000985892,designer,neutral,Casual,0
{pink},2000000315104,designer,neutral,Casual,0
"{brown,beige}",2000000413096,mid,neutral,Casual,0
"{grey,black,purple,beige,blue,green,brown,cyan}",2000000089758,mid,loud,Casual,0
"{beige,brown}",2000000438845,designer,neutral,Casual,0
{grey},2000000034530,designer,neutral,Casual,0
"{brown,black}",2000000093670,mid,neutral,Casual,0
{brown},2000000765542,designer,neutral,Casual,0
{black},2000000710519,designer,neutral,Casual,0
"{grey,red,brown}",2000000946507,mid,neutral,Casual,0
{black},2000000821754,mid,neutral,Casual,0
{white},2000000435574,designer,neutral,Formal,0
"{blue,beige}",2000000083294,designer,neutral,Casual,0
{black},2000000533427,mid,neutral,Casual,0
{yellow},2000000732508,mid,neutral,Casual,0
{grey},2000000606077,mid,neutral,Casual,0
"{black,brown}",2000000749235,mid,neutral,Casual,0
{white},2000000325719,mid,neutral,Casual,0
"{grey,brown}",2000000334394,designer,neutral,Formal,0
{beige},2000000624390,designer,neutral,Casual,0
{black},2000000746890,mid,neutral,Casual,0
"{brown,beige}",2000000292738,designer,neutral,Casual,0
"{green,white}",2000000672029,designer,neutral,Formal,0
"{brown,black,grey}",2000000498138,designer,neutral,Casual,0
"{grey,brown}",2000000203348,designer,neutral,Casual,0
{grey},2000000173143,designer,neutral,Casual,0
{purple},2000000034488,mid,neutral,Casual,0
"{beige,brown}",2000000794872,mid,neutral,Casual,0
{grey},2000000066629,mid,neutral,Casual,0
"{beige,black}",2000000255709,designer,neutral,Casual,0
{black},2000000073844,designer,neutral,Casual,0
{black},2000000726082,mid,neutral,Casual,0
{black},2000000203119,mid,neutral,Casual,0
"{black,white}",2000000075159,designer,neutral,Casual,0
{black},2000000041825,designer,neutral,Casual,0
"{green,black}",2000000567715,mid,neutral,Casual,0
"{grey,black}",2000000059962,designer,neutral,Casual,0
"{beige,brown}",2000000044497,mid,neutral,Casual,0
{black},2000000006931,mid,neutral,Casual,0
"{beige,grey,pink,white,brown}",2000000142944,mid,neutral,Casual,0
{black},2000000823061,mid,neutral,Casual,0
"{Black,grey}",2000000022928,mid,neutral,Casual,0
"{black,grey}",2000000793320,designer,neutral,Formal,0
"{black,beige}",2000000038200,designer,neutral,Casual,0
"{beige,brown}",2000000314805,designer,neutral,Casual,0
{grey},2000000022658,mid,neutral,Casual,0
"{black,red}",2000000087725,designer,neutral,Casual,0
{grey},2000000137975,mid,neutral,Casual,0
"{black,grey}",2000000689253,designer,neutral,Casual,0
{green},2000000834916,designer,neutral,Casual,0
{pink},2000000208437,designer,neutral,Casual,0
{black},2000000175809,mid,neutral,Casual,0
{black},2000000706969,designer,neutral,Casual,0
"{beige,grey}",2000000862761,designer,neutral,Casual,0
"{brown,purple}",2000000256233,designer,neutral,Casual,0
{beige},2000000752151,designer,neutral,Casual,0
{beige},2000000669600,mid,neutral,Casual,0
{white},2000000381405,mid,neutral,Casual,0
"{black,beige,red,blue}",2000000011788,mid,neutral,Casual,0
{beige},2000000296353,mid,neutral,Casual,0
{white},2000000647839,designer,neutral,Casual,0
"{black,brown}",2000000000984,designer,neutral,Casual,0
{grey},2000000168499,mid,neutral,Casual,0
{white},2000000799777,designer,neutral,Casual,0
{black},2000000600192,mid,neutral,Casual,0
"{purple,beige,blue,grey}",2000000124919,mid,neutral,Casual,0
{black},2000000093892,mid,neutral,Casual,0
{grey},2000000213109,mid,neutral,Casual,0
"{beige,blue,red,pink}",2000000062134,designer,loud,Casual,0
"{brown,beige,green}",2000000725252,designer,neutral,Casual,0
{orange},2000000631631,designer,neutral,Casual,0
{green},2000000509315,mid,neutral,Casual,0
{beige},2000000655651,mid,neutral,Casual,0
{brown},2000000962293,mid,neutral,Casual,0
"{grey,orange,green,black,blue,beige,pink,cyan}",2000000159205,designer,loud,Casual,0
"{black,blue}",2000000565216,designer,neutral,Casual,0
"{brown,black}",2000000339002,designer,neutral,Casual,0
{green},2000000791131,designer,neutral,Casual,0
{grey},2000000417125,mid,neutral,Casual,0
"{blue,yellow,black}",2000000297406,mid,neutral,Casual,0
"{green,black}",2000000358837,designer,neutral,Casual,0
{black},2000000550383,designer,neutral,Casual,0
"{green,cyan,blue}",2000000437846,mid,loud,Casual,0
{grey},2000000844568,mid,neutral,Casual,0
{black},2000000982786,designer,neutral,Casual,0
{black},2000000674953,designer,neutral,Formal,0
{black},2000000608330,designer,neutral,Casual,0
"{black,brown}",2000000059212,mid,neutral,Casual,0
"{beige,black}",2000001122676,designer,neutral,Casual,0
{black},2000000772441,mid,neutral,Casual,0
{Black},2000000093246,mid,neutral,Casual,0
{brown},2000000299299,mid,neutral,Casual,0
{grey},2000000092049,mid,neutral,Casual,0
{cyan},2000000659689,designer,neutral,Casual,0
{purple},2000000834327,mid,neutral,Casual,0
"{Black,Brown,Beige,grey,Purple}",2000000307222,mid,neutral,Casual,0
"{white,brown}",2000000145028,mid,neutral,Casual,0
"{brown,red}",2000000241885,mid,neutral,Casual,0
{black},2000000197638,designer,neutral,Casual,0
{grey},2000000959074,designer,neutral,Casual,0
{grey},2000000534573,mid,neutral,Casual,0
{black},2000000465892,designer,neutral,Casual,0
{black},2000000851252,mid,neutral,Casual,0
"{black,grey}",2000000421914,mid,neutral,Casual,0
"{grey,beige,purple}",2000000017017,designer,neutral,Casual,0
"{white,purple}",2000000597122,mid,neutral,Casual,0
{brown},2000000297511,mid,neutral,Casual,0
"{white,grey}",2000000314499,mid,neutral,Casual,0
"{black,beige}",2000000504672,mid,neutral,Casual,0
"{brown,beige}",2000000858881,mid,neutral,Casual,0
{beige},2000001121222,mid,neutral,Casual,0
"{black,beige}",2000000003222,mid,neutral,Casual,0
{black},2000000102543,mid,neutral,Casual,0
"{beige,black}",2000000746984,designer,neutral,Casual,0
{Black},2000000087538,mid,neutral,Casual,0
{black},2000000505464,mid,neutral,Casual,0
"{black,brown,red}",2000000170275,designer,neutral,Casual,0
{black},2000000135000,mid,neutral,Casual,0
"{black,purple}",2000000619382,mid,neutral,Casual,0
{red},2000000427199,designer,neutral,Casual,0
"{black,blue}",2000000602957,designer,neutral,Casual,0
{blue},2000000326633,mid,neutral,Formal,0
{grey},2000000032321,mid,neutral,Casual,0
{white},2000000309195,designer,neutral,Casual,0
"{beige,brown}",2000000342090,mid,neutral,Casual,0
{black},2000000057821,designer,neutral,Casual,0
"{black,purple}",2000000696267,mid,neutral,Casual,0
"{black,cyan}",2000000437416,mid,neutral,Casual,0
{beige},2000000831404,mid,neutral,Casual,0
{brown},2000000185242,designer,neutral,Casual,0
{black},2000000030079,designer,neutral,Casual,0
{black},2000000074700,designer,neutral,Casual,0
{black},2000000546892,mid,neutral,Casual,0
{cyan},2000000591092,designer,neutral,Casual,0
{white},2000000686913,mid,neutral,Casual,0
"{blue,purple,cyan}",2000000504586,mid,loud,Formal,0
"{Brown,Beige}",2000000195478,mid,neutral,Casual,0
{beige},2000000029590,mid,neutral,Casual,0
"{grey,black}",2000000974064,mid,neutral,"Athletic,Casual",0
{brown},2000000573550,mid,neutral,Casual,0
"{brown,beige}",2000000274815,designer,neutral,Casual,0
{white},2000000266747,mid,neutral,Casual,0
"{blue,black}",2000000834081,mid,neutral,Casual,0
"{black,beige}",2000000110500,mid,neutral,Casual,0
"{grey,cyan,brown,green}",2000000060046,mid,loud,Casual,0
"{black,brown}",2000000323694,designer,neutral,Casual,0
"{grey,green}",2000000760810,mid,neutral,Casual,0
{grey},2000000045070,mid,neutral,Casual,0
{black},2000000826506,designer,neutral,Casual,0
{black},2000000049461,mid,neutral,Casual,0
{beige},2000000521604,mid,neutral,Casual,0
{blue},2000000224586,designer,neutral,Casual,0
{beige},2000000717893,mid,neutral,Casual,0
{white},2000000687821,mid,neutral,Business,0
{black},2000000266524,designer,neutral,Casual,0
"{black,beige}",2000000811829,designer,neutral,Casual,0
"{black,red}",2000000382734,mid,neutral,Formal,0
{cyan},2000000373126,designer,neutral,Casual,0
"{black,grey}",2000000351969,mid,neutral,Casual,0
{blue},2000000016191,designer,neutral,Casual,0
"{yellow,red}",2000000103625,mid,loud,Casual,0
{black},2000000191413,designer,neutral,Casual,0
{yellow},2000000643890,designer,neutral,Casual,0
"{beige,black,purple,blue,red}",2000000055015,mid,loud,"Business,Casual",0
"{grey,black}",2000000698108,mid,neutral,Casual,0
"{Beige,White}",2000000135122,mid,neutral,Casual,0
{cyan},2000000812157,designer,neutral,Casual,0
"{black,brown,beige,grey,white}",2000000177573,designer,neutral,Athletic,0
{pink},2000000630326,mid,neutral,Casual,0
{grey},2000000840086,mid,neutral,Casual,0
"{blue,beige}",2000000296051,mid,neutral,Casual,0
"{black,grey}",2000000004794,mid,neutral,Casual,0
"{black,grey}",2000000203590,designer,neutral,Casual,0
{green},2000000094865,mid,neutral,Casual,0
{green},2000000121228,mid,neutral,Casual,0
"{yellow,orange}",2000000209217,mid,loud,Casual,0
{black},2000000659124,designer,neutral,Casual,0
"{black,brown}",2000000841231,designer,neutral,Casual,0
{black},2000000548974,mid,neutral,Casual,0
"{beige,brown}",2000000265619,designer,neutral,Casual,0
"{black,grey}",2000000726758,designer,neutral,Casual,0
{black},2000000337772,designer,neutral,Casual,0
"{grey,brown}",2000000136865,mid,neutral,Casual,0
{grey},2000000850219,designer,neutral,Casual,0
{cyan},2000000131825,mid,neutral,Casual,0
{black},2000000172711,designer,neutral,Casual,0
"{brown,black,white,beige}",2000000074885,mid,neutral,Casual,0
"{grey,black}",2000000541250,designer,neutral,Casual,0
{green},2000000753886,mid,neutral,Casual,0
"{grey,black}",2000000357025,mid,neutral,Casual,0
{black},2000000611323,designer,neutral,Casual,0
{white},2000000974834,mid,neutral,Casual,0
{white},2000000225983,designer,neutral,Casual,0
{grey},2000000105059,mid,neutral,Casual,0
{black},2000000113517,mid,neutral,Casual,0
{black},2000000312995,mid,neutral,Casual,0
"{beige,brown}",2000001120889,designer,neutral,Casual,0
{beige},2000000429332,designer,neutral,Casual,0
"{black,grey}",2000000280635,designer,neutral,Casual,0
{brown},2000000377657,designer,neutral,Casual,0
{beige},2000000355888,designer,neutral,Casual,0
"{cyan,green}",2000000773601,designer,loud,Casual,0
"{beige,brown}",2000000271159,mid,neutral,Formal,0
"{black,grey,brown}",2000000080824,mid,neutral,Casual,0
"{black,grey,beige}",2000000124505,designer,neutral,Casual,0
"{cyan,blue,green}",2000000222840,mid,loud,Casual,0
"{black,grey}",2000000324570,mid,neutral,Casual,0
{brown},2000000267916,mid,neutral,Casual,0
"{black,beige}",2000000315737,designer,neutral,Casual,0
{black},2000000801055,designer,neutral,Casual,0
{white},2000000742485,mid,neutral,Casual,0
{pink},2000000284950,designer,neutral,Casual,0
"{pink,purple,black,blue,beige}",2000000142533,designer,loud,Casual,0
{black},2000000409098,mid,neutral,Casual,0
"{white,beige,grey}",2000001002028,designer,neutral,Casual,0
{black},2000000986234,mid,neutral,Casual,0
{Black},2000000077900,designer,neutral,Casual,0
{brown},2000000711086,mid,neutral,Casual,0
"{blue,cyan}",2000000654603,mid,neutral,Formal,0
{black},2000000796434,mid,neutral,Casual,0
"{brown,grey}",2000000238885,designer,neutral,Casual,0
{red},2000000231968,mid,neutral,Casual,0
{red},2000000294546,designer,neutral,Casual,0
"{blue,green}",2000000760249,mid,neutral,Casual,0
"{brown,grey,black}",2000000061422,mid,neutral,Casual,0
"{black,beige}",2000000051545,designer,neutral,Casual,0
"{beige,green}",2000000271743,designer,neutral,Casual,0
"{black,grey}",2000000788387,mid,neutral,Casual,0
"{black,brown}",2000000346144,designer,neutral,Casual,0
{black},2000000982791,designer,neutral,Formal,0
{red},2000000778416,mid,neutral,Casual,0
"{black,grey}",2000000333922,mid,neutral,Casual,0
"{cyan,grey,blue}",2000000025610,designer,neutral,Casual,0
{grey},2000000308848,designer,neutral,Casual,0
{beige},2000000677524,mid,neutral,Casual,0
{white},2000000210463,designer,neutral,Casual,0
{beige},2000000301980,designer,neutral,Casual,0
,2000000259821,designer,neutral,Casual,0
"{black,beige}",2000000206448,designer,neutral,Casual,0
"{beige,grey}",2000000946870,designer,neutral,Casual,0
{blue},2000000759434,mid,neutral,Casual,0
{white},2000000982279,designer,neutral,Casual,0
{black},2000000339197,mid,neutral,Casual,0
{white},2000000127614,designer,neutral,Formal,0
"{yellow,black}",2000000695669,designer,neutral,Casual,0
"{black,beige,brown}",2000000208233,designer,neutral,Casual,0
{brown},2000000338969,mid,neutral,Casual,0
"{red,beige}",2000000306269,mid,neutral,Casual,0
{grey},2000000422958,designer,neutral,Casual,0
{yellow},2000000737736,designer,neutral,Casual,0
{purple},2000000072605,mid,neutral,Casual,0
{grey},2000000666314,designer,neutral,Casual,0
"{black,beige}",2000000338137,designer,neutral,Casual,0
"{brown,green}",2000000948789,designer,neutral,Casual,0
{grey},2000000423730,mid,neutral,Casual,0
{grey},2000000347172,mid,neutral,Casual,0
"{Black,Brown,grey}",2000000064175,mid,neutral,Formal,0
{grey},2000000365571,mid,neutral,Casual,0
"{white,beige}",2000000362441,designer,neutral,Casual,0
{red},2000000806067,designer,neutral,Formal,0
"{beige,brown}",2000000950440,mid,neutral,Casual,0
"{black,brown}",2000000046376,designer,neutral,Casual,0
"{beige,brown}",2000000521429,mid,neutral,Casual,0
"{cyan,blue}",2000000551238,designer,neutral,Business,0
{orange},2000000100766,designer,neutral,Formal,0
{green},2000000607892,designer,neutral,Formal,0
{black},2000000088158,designer,neutral,Casual,0
{brown},2000000606975,designer,neutral,Casual,0
{black},2000000085210,designer,neutral,Formal,0
"{brown,white,beige}",2000000097735,designer,neutral,Formal,0
{black},2000000838786,mid,neutral,Casual,0
"{green,purple}",2000000574821,mid,loud,Casual,0
