brand,info,retailer,name,price,unbranded_name,sale_price,categories,tier,,,
Forzieri,"Forzieri's fun yet classic silk plaid bowtie adds elegance and refinement to any dress shirt. Gift box included, Made in Italy.",FORZIERI,"Forzieri Designer Bowties and Cummerbunds, Red & Green Plaid Printed Silk Self-tie Bowtie",86.4,"Forzieri Designer Bowties and Cummerbunds, Red & Green Plaid Printed Silk Self-tie Bowtie",,"{men_ties,men_all,men_accessory}",,,,
Kendra Scott,Kendra Scott Laurie Ear Climbers-Jewelry & Accessories,Bloomingdale's,Kendra Scott Laurie Ear Climbers,80,Kendra Scott Laurie Ear Climbers,,{women earrings},,,,
Forzieri,Make a bold statement with these elegant cuff links by Forzieri. Made in Italy.,FORZIERI,"Forzieri Designer Cufflinks, Cat's eye - White/Pearl Stone Curved Cufflinks",87,"Forzieri Designer Cufflinks, Cat's eye - White/Pearl Stone Curved Cufflinks",,"{men_accessory,men_all,men_cufflinks}",,,,
Mei L'ange,Mei L'ange Emelie Broad Strap Bandeau Bikini Top-Women,Bloomingdale's,Mei L'ange Emelie Broad Strap Bandeau Bikini Top,70,Mei L'ange Emelie Broad Strap Bandeau Bikini Top,56,"{women_clothing,women_swimwear,women_all}",,,,
CaslonR,"A stand collar, a quartet of military-inspired pockets and a drawstring-cinched waist bring classic utility appeal to a lightweight cotton-blend vest. Style Name: Caslon Utility Vest (Plus Size). Style Number: 5315486. Available in stores.",NORDSTROM,Plus Size Women's Caslon Utility Vest,79,Plus Size Women's Caslon Utility Vest,79,"{women_clothing,women_all,women_coats_and_jackets}",,,,
Converse,An optic-white cutout shines as bright as the metallic crackle finish cladding a sporty-cool sneaker in a bumper cupsole. Style Name: Converse One Star Heavy Metal Low Top Sneaker (Women). Style Number: 5588623. Available in stores.,NORDSTROM,Women's Converse One Star Heavy Metal Low Top Sneaker,75,Women's Converse One Star Heavy Metal Low Top Sneaker,75,"{women_shoe,women_all,women_sneakers}",,,,
Blunt,Blunt Classic Stick Umbrella-Men,Bloomingdale's,Blunt Classic Stick Umbrella,80,Blunt Classic Stick Umbrella,,"{men_ties,men_accessory,men_all}",,,,
Bonobos,"Everyday can feel like a vacation in this short-sleeve sport shirt cut for a slim, modern fit with a bright pebble print. Style Name: Bonobos Riviera Slim Fit Short Sleeve Button-Down Shirt. Style Number: 5865220. Available in stores.",NORDSTROM,Men's Bonobos Riviera Slim Fit Short Sleeve Button-Down Shirt,88,Men's Bonobos Riviera Slim Fit Short Sleeve Button-Down Shirt,66,"{men_clothing,men_all,men_tops}",,,,
Molo,"Molo ""Raven"" tee with police car and sports car graphic at front and back. Contrast collar and sleeves. Crew neckline. Short sleeves. Pullover style. Cotton. Imported.",Bergdorf Goodman,"Raven Police Car Graphic Tee, Size 4-10",70,"Raven Police Car Graphic Tee, Size 4-10",,"{men_clothing,men_all,men_tops}",,,,
Cutter & Buck,Get outdoors safely in this smart-looking polo that's designed to be moisture wicking and to protect you from the sun's rays with UPF 50+ protection. Style Name: Cutter & Buck Forge Classic Fit Pencil Stripe Polo. Style Number: 5808223. Available in stores.,NORDSTROM,Men's Cutter & Buck Forge Classic Fit Pencil Stripe Polo,75,Men's Cutter & Buck Forge Classic Fit Pencil Stripe Polo,37.49,"{men_clothing,men_all,men_polo}",,,,
Longchamp,"Transport all your shaving gear and other critical toiletries in this waterproof travel kit from Longchamp, a measured design to enable your finest presentation on trips abroad.",Bloomingdale's,Longchamp Boxford Toiletry Kit,85,Longchamp Boxford Toiletry Kit,,"{men_luggage,men_bag,men_all,women_luggage,women_bag,women_all,luggage}",,,,
Joseph A Plus,Joseph A Plus Tiered Open Cardigan-Women-Plus~SHOP BY SIZE RANGE,Bloomingdale's,Joseph A Plus Tiered Open Cardigan,88,Joseph A Plus Tiered Open Cardigan,26.33,"{women_clothing,women_all,women_sweater}",,,,
Corinne McCormack,Vintage-look patterning styles handcrafted keyhole reading glasses that effortlessly combine style and practicality. Style Name: Corinne Mccormack 'Annie' 46Mm Reading Glasses. Style Number: 5047650. Available in stores.,NORDSTROM,Women's Corinne Mccormack 'Annie' 46Mm Reading Glasses - Brown/ Clear,68,Women's Corinne Mccormack 'Annie' 46Mm Reading Glasses - Brown/ Clear,68,{women_eyewear},,,,
Calvin Klein,"Red cotton logo T-shirt from Calvin Klein featuring a ribbed crew neck, a graphic print, short sleeves and a straight hem.",Farfetch,"Calvin Klein - logo T-shirt - men - Cotton - M, XL, XXL, L - Red",76,"Calvin Klein - logo T-shirt - men - Cotton - M, XL, XXL, L - Red",65,"{men_clothing,men_all,men_tops}",,,,
Diesel,"White cotton T-Just-J21 relaxed-fit T-shirt from Diesel featuring a graphic print, a crew neck, short sleeves and a straight hem.",Farfetch,"Diesel - T-Just-J21 relaxed-fit T-shirt - men - Cotton - XS, S, M, L, XL - White",88,"Diesel - T-Just-J21 relaxed-fit T-shirt - men - Cotton - XS, S, M, L, XL - White",88,,,,,
Tory Sport,"Strike a pose in a seamless longline bra engineered using body mapping to offer comfortable support where you need it most. The stretchy, breathable knit-which undergoes a double-dye process-conforms to your shape and keeps you cool and dry through sweaty yoga sessions. Style Name: Tory Sport Two-Tone Seamless Camisole Long Bra. Style Number: 5620511 1. Available in stores.",Bergdorf Goodman,Women's Tory Sport Two-Tone Seamless Camisole Long Bra,78,Women's Tory Sport Two-Tone Seamless Camisole Long Bra,78,"{women_clothing,women_all,women_activewear}",,,,
Highline Bedding Co.,Habit Collection by Highline Bedding Co. Washed Chenille Euro Sham - 100% Exclusive-Home,Bloomingdale's,Habit Collection by Highline Bedding Co. Washed Chenille Euro Sham - 100% Exclusive,75,Habit Collection by Highline Bedding Co. Washed Chenille Euro Sham - 100% Exclusive,24.99,"{women_clothing,women_all,women_intimates,men_bag,men_all,men_tote_bags}",,,,
Nike,Nike Hyperdunk X TB Midnight Navy,StockX,Nike Hyperdunk X TB Midnight Navy,79,Nike Hyperdunk X TB Midnight Navy,,"{men_shoe,men_all,men_sneakers}",,,,
Whistles,Whistles Rosa Double-Trimmed Tee-Women,Bloomingdale's,Whistles Rosa Double-Trimmed Tee,69,Whistles Rosa Double-Trimmed Tee,,"{women_clothing,women_all,women_tops}",,,,
J. Valdi,J. Valdi Flower Child V-Yoke Lace Tunic Swim Cover-Up-Women,Bloomingdale's,J. Valdi Flower Child V-Yoke Lace Tunic Swim Cover-Up,76,J. Valdi Flower Child V-Yoke Lace Tunic Swim Cover-Up,64.6,"{women_clothing,women_swimwear,women_all}",,,,
Charles Jeffrey Loverboy,Navy blue and off-white cotton blend Loverboy socks from Charles Jeffrey Loverboy featuring a striped pattern.,Farfetch,Charles Jeffrey Loverboy - Loverboy socks - men - Rubber/Nylon/Cotton/Spandex/Elastane - One Size - Black,75,Charles Jeffrey Loverboy - Loverboy socks - men - Rubber/Nylon/Cotton/Spandex/Elastane - One Size - Black,75,"{men_clothing,men_all,men_intimates}",,,,
Surf Gypsy,Surf Gypsy Pom-Pom Swim Cover-Up Shorts-Women,Bloomingdale's,Surf Gypsy Pom-Pom Swim Cover-Up Shorts,86,Surf Gypsy Pom-Pom Swim Cover-Up Shorts,68.8,"{women_clothing,women_swimwear,women_all}",,,,
Soludos,"A signature espadrille features a vegetable-fiber upper and an embroidered cactus motif inspired by the landscape in Todos Santos, Mexico. Blanket stitches surrounding the sole have a little give to help ensure a custom fit. Style Name: Soludos Embroidered Cactus Espadrille (Women). Style Number: 5827485. Available in stores.",NORDSTROM,Women's Soludos Embroidered Cactus Espadrille,84.95,Women's Soludos Embroidered Cactus Espadrille,33.98,"{women_shoe,women_all,women_flats}",,,,
Jordan,"The Jordan 6 Rings is a celebratory silhouette that pays homage to the 6 championships MJ won over his career. The basketball sneaker takes elements from the 6 iconic Jordan shoes that Michael Jordan wore in each respective championship season; culminating into a fusion of them all. Just in time for the summer; grab this vibrant colorway that's a part of the ""Pool Pack"" collection. Full-grain leather; synthetic leather and engineered mesh upper. Lacelock and heel loop from the Jordan VI; a huarache-style inner sock from the Jordan VII; and a fuzzy tongue logo and adjustable strap from the Jordan VIII. The midsole features a full-length Phylon unit with Zoom Air in the heel and forefoot; which was inspired by the Jordan XIII. Rubber outsole for traction on most surfaces.",KICKSUSA,Jordan - Pre-School 6 Rings (White Hyper Pink Light Blue Fury Black),75,Jordan - Pre-School 6 Rings (White Hyper Pink Light Blue Fury Black),,"{men_shoe,men_all,men_sneakers}",,,,
Diesel Kids,"Dark blue cotton-blend mid-rise flared jeans from Diesel Kids featuring a waistband with belt loops, a button & zip fastening, a five pocket design, a regular length and contrast stitching.",Farfetch,"Diesel Kids - mid-rise flared jeans - kids - Cotton/Leather/Spandex/Elastane/Rayon - 4 yrs, 6 yrs, 8 yrs, 10 yrs, 12 yrs - Blue",77,"Diesel Kids - mid-rise flared jeans - kids - Cotton/Leather/Spandex/Elastane/Rayon - 4 yrs, 6 yrs, 8 yrs, 10 yrs, 12 yrs - Blue",77,"{women_clothing,women_all,women_jeans,men_clothing,men_all,men_jeans}",,,,
Clinique,"Clinique Smart Custom-Repair Serum, 1.0 oz./ 30 mL Clinique Smart Broad Spectrum SPF 15 Custom-Repair Moisturizer, 0.5 oz./ 15 mL Clinique Smart Night Custom-Repair Moisturizer, 0.5 oz./ 15 mL Clinique Smart Custom-Repair Eye Treatment, 0.17 oz./ 5 mL",Bergdorf Goodman,De-Aging Experts Set ($112 Value),69.5,De-Aging Experts Set ($112 Value),,"{women_clothing,women_all,women_intimates}",,,,
En Creme,En Creme Floral-Print Mini Dress - 100% Exclusive (Clearance),Bloomingdale's,En Creme Floral-Print Mini Dress - 100% Exclusive,78,En Creme Floral-Print Mini Dress - 100% Exclusive,46.8,"{women_clothing,women_all,women_dresses}",,,,
Nine West,Stretchy crisscrossed straps add a bit of athleisure-inspired style to a game-changing sandal featuring a layered counter and slim stiletto heel. Style Name: Nine West Maya Strappy Slingback Sandal (Women). Style Number: 5803485 1. Available in stores.,NORDSTROM,Women's Nine West Maya Strappy Slingback Sandal,88.95,Women's Nine West Maya Strappy Slingback Sandal,88.95,"{women_shoe,women_all,women_sandals}",,,,
Nina,Lustrous faux pearls dangle from sparkling strands embellished with alternating rounded and rectangular crystals. Style Name: Nina Crystal Drop Earrings. Style Number: 5678430. Available in stores.,NORDSTROM,Women's Nina Crystal Drop Earrings,75,Women's Nina Crystal Drop Earrings,75,"{women_accessory,women_all,women_earrings}",,,,
BCBGeneration,Add a touch of edge to your outfit with this pleather belt bag featuring an embossed snake detail and detachable shoulder strap for carrying options. Magnetic flap closure Interior zip and slip pockets Materials and Trim: 100% polyurethane faux leather, Trim: 100% polyurethane embossed snake on faux leather, Lining: 100% polyester faille Spot clean Imported BCBGeneration Megan Embossed Snake Belt Bag. BCBG Group.,BCBGeneration,BCBGeneration Megan Embossed Snake Belt Bag,78,BCBGeneration Megan Embossed Snake Belt Bag,,,"{women_bag,women_all,women_belt_bags}",
Mitchell & Ness,Stay cozy and comfortable with the Mitchell & Ness MLB French Terry Pullover Hoodie. Cozy French terry to keep you warm and comfortable. Side slits for a relaxed fit. Kangaroo pocket. Drawcord hood. Jersey lined hood. Tailored fit. 100% cotton. Imported. Mitchell & Ness MLB French Terry Pullover Short Sleeve Hoodie Sweatshirt - New York Yankees - Grey.,Champs Sports,Mitchell & Ness MLB French Terry Pullover Short Sleeve Hoodie Sweatshirt - Houston Astros,85,Mitchell & Ness MLB French Terry Pullover Short Sleeve Hoodie Sweatshirt - Houston Astros,,"{men_clothing,men_all,men_sweatshirts}",,,,
Sanctuary,Sanctuary Explorer Camo Shorts-Women,Bloomingdale's,Sanctuary Explorer Camo Shorts,79,Sanctuary Explorer Camo Shorts,23.63,"{women_clothing,women_all,women_shorts}",,,,
Majestic International,A crisp dot grid defines fine boxers cut from supremely soft silk. Style Name: Majestic International Dot Silk Boxers. Style Number: 5523878. Available in stores.,NORDSTROM,Men's Majestic International Dot Silk Boxers,70,Men's Majestic International Dot Silk Boxers,70,"{men_clothing,men_all,men_intimates}",,,,
Paul Smith,"Dark blue organic cotton Monkey Astronaut print T-shirt from PS Paul Smith featuring a jersey knit, a straight hem, a graphic print and short sleeves. POSITIVELY CONSCIOUS: We’ve joined forces with ethical agency Good On You to give you the power to choose positively. This piece is from a brand that scores well on their key criteria.",Farfetch,"PS Paul Smith - Monkey Astronaut print T-shirt - men - Organic Cotton - S, M, L, XL - Blue",75,"PS Paul Smith - Monkey Astronaut print T-shirt - men - Organic Cotton - S, M, L, XL - Blue",75,,,,,
Re/Done,Army green cotton ribbed tank top from RE/DONE.,Farfetch,Re/Done - ribbed tank top - women - Cotton - L - Green,74,Re/Done - ribbed tank top - women - Cotton - L - Green,74,,,,,
Aqua,"Aqua Evil Eye Pendant Necklace in 18K Gold-Plated Sterling Silver, 16 - 100% Exclusive-Jewelry & Accessories",Bloomingdale's,"Aqua Evil Eye Pendant Necklace in 18K Gold-Plated Sterling Silver, 16 - 100% Exclusive",84,"Aqua Evil Eye Pendant Necklace in 18K Gold-Plated Sterling Silver, 16 - 100% Exclusive",33.6,"{women_accessory,women_all,women_necklaces}",,,,
BCBG,"Classic and timeless, stripes never fall out of style. This long sleeve top is knit with a touch of stretch for the perfect fit. Dress up this casual crew neck when you pair yours with tailored pants. Pullover 70% rayon, 23% cotton, 7% spandex Imported BCBG Striped Jersey Top. BCBG, BCBGMAXAZRIA.",BCBG Max Azria Group,BCBG Striped Jersey Top,88,BCBG Striped Jersey Top,,"{women_clothing,women_all,women_activewear}",,,,
Diesel,"Yellow cotton 3D logo T-shirt from Diesel featuring a ribbed round neck, a relaxed fit, short sleeves and a 3D logo to the front.",Farfetch,"Diesel - 3D logo T-shirt - men - Cotton - XS, S, M, L, XL, XXL - yellow",88,"Diesel - 3D logo T-shirt - men - Cotton - XS, S, M, L, XL, XXL - yellow",88,,,,,
Vetements,Stretch cotton jersey boxer briefs in black. Low-rise. Logo knit in grey at elasticized waistband. Supplier color: Black/Black,SSENSE,VETEMENTS Black Logo-Band Boxer Briefs,80,VETEMENTS Black Logo-Band Boxer Briefs,80,"{men_clothing,men_all,men_intimates}",,,,
Waterford,Elevate your decor with a luxurious accent pillow featuring quilted embroidery on one side and subtle jacquard stripes on the reverse. Style Name: Waterford Chantelle Euro Sham. Style Number: 5724063. Available in stores.,Bloomingdale's,Waterford Chantelle Euro Sham,70,Waterford Chantelle Euro Sham,49.99,"{men_coats_and_jackets,men_clothing,women_clothing,women_all,women_tops,men_all}",,,,
Red Haute,Red Haute Mock-Neck Tie-Back Tank-Women,Bloomingdale's,Red Haute Mock-Neck Tie-Back Tank,88,Red Haute Mock-Neck Tie-Back Tank,,"{women_clothing,women_all,women_tops}",,,,
Aqua,Aqua Striped-Trim Plaid Ponte Pants - 100% Exclusive-Women,Bloomingdale's,Aqua Striped-Trim Plaid Ponte Pants - 100% Exclusive,78,Aqua Striped-Trim Plaid Ponte Pants - 100% Exclusive,,"{women_clothing,women_all,women_pants}",,,,
Lab Series Skincare for Men,Max Ls Power V Lifting Serum is a high-tech serum containing Molecular Age-less Complex and Ls Power V Technology that supports the fight against the visible effects of gravity. A multi-level renewal process helps increase the rate of surface cell turnover for a smoother look.,Bloomingdale's,Lab Series Skincare for Men Max Ls Power V Lifting Serum,75,Lab Series Skincare for Men Max Ls Power V Lifting Serum,,"{men_shoe,men_all,men_sneakers}",,,,
Forzieri,"Black and White Rope Triple Bracelet w/Anchor, takes to fashion like a sailor at sea. Wear alone or stack for a fierce statement. Featuring long stable braid rope with cuffed end. Loop and anchor fastening. Silver tone. Signature box included.",FORZIERI,"Forzieri Designer Men's Bracelets, Black and White Rope Triple Bracelet w/Anchor",88,"Forzieri Designer Men's Bracelets, Black and White Rope Triple Bracelet w/Anchor",,"{men_accessory,men_all,men_jewelry}",,,,
